pl_total,usable_ace,dealer_up,pair_rank,num_cards,after_split,splits_done,split_aces,can_double,can_split,action,q,n
9,0,10,0,2,0,0,0,1,0,double,-0.382514,1098
9,0,10,0,2,0,0,0,1,0,stand,-0.608108,888
9,0,10,0,2,0,0,0,1,0,hit,-0.169233,98663
8,0,9,0,2,0,0,0,1,0,double,-0.678082,584
8,0,9,0,2,0,0,0,1,0,hit,-0.264655,16905
8,0,9,0,2,0,0,0,1,0,stand,-0.556835,695
19,0,9,0,2,0,0,0,1,0,hit,-0.761379,725
19,0,9,0,2,0,0,0,1,0,stand,0.280613,34724
19,0,9,0,2,0,0,0,1,0,double,-1.475138,724
9,0,4,0,2,0,0,0,1,0,stand,-0.211594,690
9,0,4,0,2,0,0,0,1,0,double,0.178214,25879
9,0,4,0,2,0,0,0,1,0,hit,-0.070644,637
17,1,10,0,2,0,0,0,1,0,double,-0.400560,714
17,1,10,0,2,0,0,0,1,0,stand,-0.363276,757
17,1,10,0,2,0,0,0,1,0,hit,-0.211112,32163
12,0,10,0,2,0,0,0,1,0,stand,-0.568000,1375
12,0,10,0,2,0,0,0,1,0,hit,-0.389746,233147
12,0,10,0,2,0,0,0,1,0,double,-0.777669,1021
10,0,7,0,2,0,0,0,1,0,double,0.397179,25802
10,0,7,0,2,0,0,0,1,0,stand,-0.483969,655
10,0,7,0,2,0,0,0,1,0,hit,0.094946,653
14,0,10,0,2,0,0,0,1,0,stand,-0.547380,1794
14,0,10,0,2,0,0,0,1,0,hit,-0.472799,199241
14,0,10,0,2,0,0,0,1,0,double,-0.870804,983
14,0,5,0,2,0,0,0,1,0,hit,-0.431907,771
14,0,5,0,2,0,0,0,1,0,double,-0.629073,798
14,0,5,0,2,0,0,0,1,0,stand,-0.166854,53340
12,0,9,0,2,0,0,0,1,0,double,-0.743210,810
12,0,9,0,2,0,0,0,1,0,stand,-0.523926,815
12,0,9,0,2,0,0,0,1,0,hit,-0.367173,61761
13,0,3,0,2,0,0,0,1,0,stand,-0.251723,62116
13,0,3,0,2,0,0,0,1,0,hit,-0.370647,804
13,0,3,0,2,0,0,0,1,0,double,-0.702290,786
14,0,9,0,2,0,0,0,1,0,double,-0.880893,806
14,0,9,0,2,0,0,0,1,0,stand,-0.544081,794
14,0,9,0,2,0,0,0,1,0,hit,-0.443922,52980
15,0,10,0,2,0,0,0,1,0,stand,-0.540162,158569
15,0,10,0,2,0,0,0,1,0,hit,-0.506730,41681
15,0,10,0,2,0,0,0,1,0,double,-0.966378,1041
20,0,4,10,2,0,0,0,1,1,stand,0.660066,71611
20,0,4,10,2,0,0,0,1,1,split,0.406574,578
20,0,4,10,2,0,0,0,1,1,hit,-0.869231,650
20,0,4,10,2,0,0,0,1,1,double,-1.697819,642
8,0,10,0,2,0,0,0,1,0,stand,-0.525593,801
8,0,10,0,2,0,0,0,1,0,hit,-0.273055,65822
8,0,10,0,2,0,0,0,1,0,double,-0.724706,850
7,0,10,0,2,0,0,0,1,0,hit,-0.348449,65582
7,0,10,0,2,0,0,0,1,0,double,-0.859375,768
7,0,10,0,2,0,0,0,1,0,stand,-0.530806,844
20,1,4,0,2,0,0,0,1,0,double,0.492872,491
20,1,4,0,2,0,0,0,1,0,hit,0.021053,475
20,1,4,0,2,0,0,0,1,0,stand,0.631729,8081
16,0,7,0,2,0,0,0,1,0,hit,-0.432169,4924
16,0,7,0,2,0,0,0,1,0,double,-0.788811,715
16,0,7,0,2,0,0,0,1,0,stand,-0.471723,40263
4,0,2,2,2,0,0,0,1,1,double,-0.892508,307
4,0,2,2,2,0,0,0,1,1,hit,-0.321875,320
4,0,2,2,2,0,0,0,1,1,split,-0.125955,3533
4,0,2,2,2,0,0,0,1,1,stand,-0.267606,284
14,1,10,0,2,0,0,0,1,0,stand,-0.570803,685
14,1,10,0,2,0,0,0,1,0,double,-0.508655,751
14,1,10,0,2,0,0,0,1,0,hit,-0.165228,32095
13,0,8,0,2,0,0,0,1,0,stand,-0.549065,856
13,0,8,0,2,0,0,0,1,0,hit,-0.354470,61946
13,0,8,0,2,0,0,0,1,0,double,-0.666667,762
14,0,A,0,2,0,0,0,1,0,hit,-0.456864,36188
14,0,A,0,2,0,0,0,1,0,stand,-0.627717,736
14,0,A,0,2,0,0,0,1,0,double,-0.959799,796
15,0,7,0,2,0,0,0,1,0,double,-0.722628,822
15,0,7,0,2,0,0,0,1,0,stand,-0.478261,4163
15,0,7,0,2,0,0,0,1,0,hit,-0.379776,49703
9,0,9,0,2,0,0,0,1,0,double,-0.339378,772
9,0,9,0,2,0,0,0,1,0,stand,-0.517045,704
9,0,9,0,2,0,0,0,1,0,hit,-0.109275,25962
10,0,2,0,2,0,0,0,1,0,double,0.362506,26212
10,0,2,0,2,0,0,0,1,0,stand,-0.242748,655
10,0,2,0,2,0,0,0,1,0,hit,0.055891,662
19,0,3,0,2,0,0,0,1,0,hit,-0.683099,710
19,0,3,0,2,0,0,0,1,0,stand,0.400463,35027
19,0,3,0,2,0,0,0,1,0,double,-1.513067,727
14,0,8,0,2,0,0,0,1,0,stand,-0.523573,806
14,0,8,0,2,0,0,0,1,0,double,-0.866162,792
14,0,8,0,2,0,0,0,1,0,hit,-0.388057,53000
18,1,3,0,2,0,0,0,1,0,hit,0.033465,508
18,1,3,0,2,0,0,0,1,0,double,0.215420,7743
18,1,3,0,2,0,0,0,1,0,stand,0.139098,798
12,0,2,0,2,0,0,0,1,0,stand,-0.294818,62140
12,0,2,0,2,0,0,0,1,0,double,-0.422744,809
12,0,2,0,2,0,0,0,1,0,hit,-0.419048,840
11,0,3,0,2,0,0,0,1,0,double,0.509517,34939
11,0,3,0,2,0,0,0,1,0,hit,0.104720,678
11,0,3,0,2,0,0,0,1,0,stand,-0.254795,730
13,1,6,0,2,0,0,0,1,0,double,0.141081,8123
13,1,6,0,2,0,0,0,1,0,hit,0.058333,480
13,1,6,0,2,0,0,0,1,0,stand,-0.123772,509
17,0,3,0,2,0,0,0,1,0,hit,-0.623244,783
17,0,3,0,2,0,0,0,1,0,stand,-0.110320,44235
17,0,3,0,2,0,0,0,1,0,double,-1.049798,743
20,0,6,10,2,0,0,0,1,1,double,-1.688394,629
20,0,6,10,2,0,0,0,1,1,stand,0.701653,70941
20,0,6,10,2,0,0,0,1,1,split,0.509658,673
20,0,6,10,2,0,0,0,1,1,hit,-0.847181,674
10,0,10,0,2,0,0,0,1,0,stand,-0.531390,892
10,0,10,0,2,0,0,0,1,0,double,-0.016621,99392
10,0,10,0,2,0,0,0,1,0,hit,-0.086527,809
19,1,7,0,2,0,0,0,1,0,stand,0.610987,8064
19,1,7,0,2,0,0,0,1,0,double,0.261044,498
19,1,7,0,2,0,0,0,1,0,hit,0.051546,485
8,0,4,0,2,0,0,0,1,0,double,-0.068242,17057
8,0,4,0,2,0,0,0,1,0,hit,-0.098958,576
8,0,4,0,2,0,0,0,1,0,stand,-0.225416,661
15,0,4,0,2,0,0,0,1,0,double,-0.798469,784
15,0,4,0,2,0,0,0,1,0,stand,-0.214571,53064
15,0,4,0,2,0,0,0,1,0,hit,-0.510996,773
16,0,6,0,2,0,0,0,1,0,hit,-0.506831,732
16,0,6,0,2,0,0,0,1,0,double,-0.833111,749
16,0,6,0,2,0,0,0,1,0,stand,-0.157668,44156
8,0,7,0,2,0,0,0,1,0,stand,-0.511041,634
8,0,7,0,2,0,0,0,1,0,hit,0.002914,14071
8,0,7,0,2,0,0,0,1,0,double,-0.167559,3736
19,0,7,0,2,0,0,0,1,0,stand,0.617480,35172
19,0,7,0,2,0,0,0,1,0,double,-1.347826,690
19,0,7,0,2,0,0,0,1,0,hit,-0.710564,691
12,0,5,0,2,0,0,0,1,0,hit,-0.316471,850
12,0,5,0,2,0,0,0,1,0,stand,-0.169112,61876
12,0,5,0,2,0,0,0,1,0,double,-0.390062,805
17,0,10,0,2,0,0,0,1,0,hit,-0.609375,960
17,0,10,0,2,0,0,0,1,0,stand,-0.419955,165682
17,0,10,0,2,0,0,0,1,0,double,-1.216942,968
20,1,10,0,2,0,0,0,1,0,stand,0.555070,31796
20,1,10,0,2,0,0,0,1,0,double,-0.075581,688
20,1,10,0,2,0,0,0,1,0,hit,0.007022,712
18,0,9,0,2,0,0,0,1,0,hit,-0.633621,696
18,0,9,0,2,0,0,0,1,0,double,-1.248991,743
18,0,9,0,2,0,0,0,1,0,stand,-0.179845,35158
15,0,8,0,2,0,0,0,1,0,double,-0.854902,765
15,0,8,0,2,0,0,0,1,0,stand,-0.516456,45485
15,0,8,0,2,0,0,0,1,0,hit,-0.439453,7969
11,0,7,0,2,0,0,0,1,0,hit,0.193891,753
11,0,7,0,2,0,0,0,1,0,stand,-0.495522,670
11,0,7,0,2,0,0,0,1,0,double,0.469109,35237
16,0,2,0,2,0,0,0,1,0,stand,-0.294209,43928
16,0,2,0,2,0,0,0,1,0,hit,-0.542105,760
16,0,2,0,2,0,0,0,1,0,double,-1.023384,727
19,0,A,0,2,0,0,0,1,0,stand,0.281796,23989
19,0,A,0,2,0,0,0,1,0,double,-1.476423,615
19,0,A,0,2,0,0,0,1,0,hit,-0.764706,697
18,0,7,0,2,0,0,0,1,0,double,-1.103356,745
18,0,7,0,2,0,0,0,1,0,hit,-0.636608,743
18,0,7,0,2,0,0,0,1,0,stand,0.404355,34900
19,1,10,0,2,0,0,0,1,0,double,-0.415042,718
19,1,10,0,2,0,0,0,1,0,stand,0.065278,32415
19,1,10,0,2,0,0,0,1,0,hit,-0.162963,675
11,0,2,0,2,0,0,0,1,0,stand,-0.287425,668
11,0,2,0,2,0,0,0,1,0,double,0.468202,35049
11,0,2,0,2,0,0,0,1,0,hit,0.095801,762
20,1,3,0,2,0,0,0,1,0,double,0.388889,540
20,1,3,0,2,0,0,0,1,0,hit,0.023033,521
20,1,3,0,2,0,0,0,1,0,stand,0.642112,8050
20,0,2,10,2,0,0,0,1,1,split,0.290850,612
20,0,2,10,2,0,0,0,1,1,hit,-0.848943,662
20,0,2,10,2,0,0,0,1,1,stand,0.637341,71086
20,0,2,10,2,0,0,0,1,1,double,-1.750000,608
20,0,10,10,2,0,0,0,1,1,double,-1.685864,764
20,0,10,10,2,0,0,0,1,1,split,-0.097529,769
20,0,10,10,2,0,0,0,1,1,stand,0.554728,267050
20,0,10,10,2,0,0,0,1,1,hit,-0.865039,778
16,0,3,0,2,0,0,0,1,0,stand,-0.246009,43791
16,0,3,0,2,0,0,0,1,0,hit,-0.536250,800
16,0,3,0,2,0,0,0,1,0,double,-0.787115,714
13,0,7,0,2,0,0,0,1,0,stand,-0.493990,3494
13,0,7,0,2,0,0,0,1,0,hit,-0.304165,59356
13,0,7,0,2,0,0,0,1,0,double,-0.597701,870
16,1,7,0,2,0,0,0,1,0,double,-0.134271,8103
16,1,7,0,2,0,0,0,1,0,stand,-0.519553,537
16,1,7,0,2,0,0,0,1,0,hit,-0.176238,505
16,0,4,0,2,0,0,0,1,0,stand,-0.210216,43579
16,0,4,0,2,0,0,0,1,0,double,-0.901961,765
16,0,4,0,2,0,0,0,1,0,hit,-0.559449,799
12,0,8,0,2,0,0,0,1,0,hit,-0.303001,61673
12,0,8,0,2,0,0,0,1,0,stand,-0.533011,1242
12,0,8,0,2,0,0,0,1,0,double,-0.557838,925
7,0,8,0,2,0,0,0,1,0,stand,-0.476673,1479
7,0,8,0,2,0,0,0,1,0,double,-0.757669,652
7,0,8,0,2,0,0,0,1,0,hit,-0.283766,16207
16,0,5,0,2,0,0,0,1,0,double,-0.869919,738
16,0,5,0,2,0,0,0,1,0,hit,-0.578501,707
16,0,5,0,2,0,0,0,1,0,stand,-0.164594,44297
8,0,3,4,2,0,0,0,1,1,stand,-0.363296,267
8,0,3,4,2,0,0,0,1,1,double,-0.124542,273
8,0,3,4,2,0,0,0,1,1,hit,-0.065236,3449
8,0,3,4,2,0,0,0,1,1,split,-0.138940,547
18,0,10,0,2,0,0,0,1,0,double,-1.292341,927
18,0,10,0,2,0,0,0,1,0,stand,-0.174377,132477
18,0,10,0,2,0,0,0,1,0,hit,-0.651747,916
15,0,6,0,2,0,0,0,1,0,hit,-0.439698,796
15,0,6,0,2,0,0,0,1,0,stand,-0.154615,52731
15,0,6,0,2,0,0,0,1,0,double,-0.731458,782
5,0,2,0,2,0,0,0,1,0,stand,-0.293059,2334
5,0,2,0,2,0,0,0,1,0,hit,-0.227031,6400
5,0,2,0,2,0,0,0,1,0,double,-0.727273,484
15,0,3,0,2,0,0,0,1,0,hit,-0.560102,782
15,0,3,0,2,0,0,0,1,0,stand,-0.252037,53262
15,0,3,0,2,0,0,0,1,0,double,-0.726823,809
10,0,8,5,2,0,0,0,1,1,hit,0.072503,731
10,0,8,5,2,0,0,0,1,1,split,-0.379661,295
10,0,8,5,2,0,0,0,1,1,stand,-0.489933,298
10,0,8,5,2,0,0,0,1,1,double,0.195257,3247
17,0,9,0,2,0,0,0,1,0,stand,-0.423985,44136
17,0,9,0,2,0,0,0,1,0,hit,-0.602028,789
17,0,9,0,2,0,0,0,1,0,double,-1.129604,733
12,0,4,0,2,0,0,0,1,0,stand,-0.219385,61905
12,0,4,0,2,0,0,0,1,0,double,-0.367542,838
12,0,4,0,2,0,0,0,1,0,hit,-0.314883,813
12,0,8,6,2,0,0,0,1,1,stand,-0.509847,457
12,0,8,6,2,0,0,0,1,1,split,-0.631579,323
12,0,8,6,2,0,0,0,1,1,double,-0.673401,297
12,0,8,6,2,0,0,0,1,1,hit,-0.300114,3502
12,0,9,6,2,0,0,0,1,1,split,-0.754153,301
12,0,9,6,2,0,0,0,1,1,stand,-0.591837,392
12,0,9,6,2,0,0,0,1,1,double,-0.828767,292
12,0,9,6,2,0,0,0,1,1,hit,-0.360614,3519
13,0,10,0,2,0,0,0,1,0,stand,-0.540962,13415
13,0,10,0,2,0,0,0,1,0,hit,-0.431947,220953
13,0,10,0,2,0,0,0,1,0,double,-0.870656,1036
14,1,9,0,2,0,0,0,1,0,stand,-0.498998,499
14,1,9,0,2,0,0,0,1,0,double,-0.396040,505
14,1,9,0,2,0,0,0,1,0,hit,-0.130493,8169
15,0,5,0,2,0,0,0,1,0,stand,-0.166868,52904
15,0,5,0,2,0,0,0,1,0,double,-0.727273,781
15,0,5,0,2,0,0,0,1,0,hit,-0.447336,807
18,0,6,0,2,0,0,0,1,0,stand,0.286390,34865
18,0,6,0,2,0,0,0,1,0,hit,-0.669761,754
18,0,6,0,2,0,0,0,1,0,double,-1.258974,780
12,0,A,0,2,0,0,0,1,0,double,-0.786885,732
12,0,A,0,2,0,0,0,1,0,stand,-0.706112,769
12,0,A,0,2,0,0,0,1,0,hit,-0.381175,42432
17,0,5,0,2,0,0,0,1,0,stand,-0.046610,44132
17,0,5,0,2,0,0,0,1,0,double,-1.097035,742
17,0,5,0,2,0,0,0,1,0,hit,-0.604885,696
9,0,5,0,2,0,0,0,1,0,hit,-0.078684,699
9,0,5,0,2,0,0,0,1,0,stand,-0.205788,622
9,0,5,0,2,0,0,0,1,0,double,0.255003,25733
12,0,10,6,2,0,0,0,1,1,double,-0.633484,442
12,0,10,6,2,0,0,0,1,1,split,-0.701010,495
12,0,10,6,2,0,0,0,1,1,hit,-0.392859,15349
12,0,10,6,2,0,0,0,1,1,stand,-0.559719,427
20,0,7,10,2,0,0,0,1,1,split,0.309598,646
20,0,7,10,2,0,0,0,1,1,double,-1.660856,631
20,0,7,10,2,0,0,0,1,1,hit,-0.846519,632
20,0,7,10,2,0,0,0,1,1,stand,0.772913,70823
19,0,6,0,2,0,0,0,1,0,stand,0.504974,34782
19,0,6,0,2,0,0,0,1,0,hit,-0.747863,702
19,0,6,0,2,0,0,0,1,0,double,-1.427027,740
16,0,8,0,2,0,0,0,1,0,hit,-0.460895,31300
16,0,8,0,2,0,0,0,1,0,stand,-0.512173,13472
16,0,8,0,2,0,0,0,1,0,double,-0.870270,740
17,0,2,0,2,0,0,0,1,0,double,-1.049682,785
17,0,2,0,2,0,0,0,1,0,hit,-0.643421,760
17,0,2,0,2,0,0,0,1,0,stand,-0.151182,43418
11,0,4,0,2,0,0,0,1,0,stand,-0.243394,719
11,0,4,0,2,0,0,0,1,0,hit,0.183761,702
11,0,4,0,2,0,0,0,1,0,double,0.582763,34913
11,0,A,0,2,0,0,0,1,0,stand,-0.646526,662
11,0,A,0,2,0,0,0,1,0,hit,0.091156,735
11,0,A,0,2,0,0,0,1,0,double,0.111942,24066
18,0,4,9,2,0,0,0,1,1,stand,0.130573,314
18,0,4,9,2,0,0,0,1,1,split,0.290105,3709
18,0,4,9,2,0,0,0,1,1,hit,-0.653137,271
18,0,4,9,2,0,0,0,1,1,double,-1.284133,271
12,0,3,0,2,0,0,0,1,0,hit,-0.341801,866
12,0,3,0,2,0,0,0,1,0,stand,-0.262134,61911
12,0,3,0,2,0,0,0,1,0,double,-0.475610,820
9,0,3,0,2,0,0,0,1,0,double,0.111688,26001
9,0,3,0,2,0,0,0,1,0,stand,-0.164179,670
9,0,3,0,2,0,0,0,1,0,hit,-0.124260,676
18,0,2,0,2,0,0,0,1,0,stand,0.119739,34876
18,0,2,0,2,0,0,0,1,0,double,-1.234783,690
18,0,2,0,2,0,0,0,1,0,hit,-0.650460,761
13,1,3,0,2,0,0,0,1,0,double,0.004157,8179
13,1,3,0,2,0,0,0,1,0,stand,-0.210744,484
13,1,3,0,2,0,0,0,1,0,hit,-0.080338,473
15,0,A,0,2,0,0,0,1,0,stand,-0.646391,1233
15,0,A,0,2,0,0,0,1,0,double,-1.077994,718
15,0,A,0,2,0,0,0,1,0,hit,-0.485081,36029
6,0,10,3,2,0,0,0,1,1,double,-1.146067,445
6,0,10,3,2,0,0,0,1,1,split,-0.734990,483
6,0,10,3,2,0,0,0,1,1,stand,-0.521232,4027
6,0,10,3,2,0,0,0,1,1,hit,-0.370396,11782
11,0,10,0,2,0,0,0,1,0,stand,-0.523810,924
11,0,10,0,2,0,0,0,1,0,double,0.180662,132579
11,0,10,0,2,0,0,0,1,0,hit,0.076844,976
7,0,7,0,2,0,0,0,1,0,hit,-0.161158,17244
7,0,7,0,2,0,0,0,1,0,stand,-0.461412,609
7,0,7,0,2,0,0,0,1,0,double,-0.607261,606
19,0,10,0,2,0,0,0,1,0,double,-1.514349,906
19,0,10,0,2,0,0,0,1,0,hit,-0.761647,923
19,0,10,0,2,0,0,0,1,0,stand,0.063579,132733
16,0,10,0,2,0,0,0,1,0,double,-1.124875,1001
16,0,10,0,2,0,0,0,1,0,stand,-0.544206,165711
16,0,10,0,2,0,0,0,1,0,hit,-0.562774,1139
14,0,3,0,2,0,0,0,1,0,stand,-0.250938,53013
14,0,3,0,2,0,0,0,1,0,hit,-0.445302,777
14,0,3,0,2,0,0,0,1,0,double,-0.700280,714
10,0,9,0,2,0,0,0,1,0,stand,-0.557522,678
10,0,9,0,2,0,0,0,1,0,hit,-0.022288,673
10,0,9,0,2,0,0,0,1,0,double,0.129334,26072
19,0,2,0,2,0,0,0,1,0,stand,0.393629,35094
19,0,2,0,2,0,0,0,1,0,hit,-0.786003,743
19,0,2,0,2,0,0,0,1,0,double,-1.385892,723
12,0,6,0,2,0,0,0,1,0,stand,-0.144924,61805
12,0,6,0,2,0,0,0,1,0,hit,-0.269917,841
12,0,6,0,2,0,0,0,1,0,double,-0.395990,798
9,0,6,0,2,0,0,0,1,0,double,0.311332,25908
9,0,6,0,2,0,0,0,1,0,stand,-0.124224,644
9,0,6,0,2,0,0,0,1,0,hit,-0.032211,683
17,0,4,0,2,0,0,0,1,0,stand,-0.082864,44024
17,0,4,0,2,0,0,0,1,0,hit,-0.651890,767
17,0,4,0,2,0,0,0,1,0,double,-1.009790,715
10,0,10,5,2,0,0,0,1,1,split,-0.707627,472
10,0,10,5,2,0,0,0,1,1,stand,-0.500000,444
10,0,10,5,2,0,0,0,1,1,double,-0.043573,918
10,0,10,5,2,0,0,0,1,1,hit,0.015407,15058
8,0,8,4,2,0,0,0,1,1,double,-0.447853,326
8,0,8,4,2,0,0,0,1,1,stand,-0.529412,289
8,0,8,4,2,0,0,0,1,1,split,-0.251534,326
8,0,8,4,2,0,0,0,1,1,hit,-0.108914,3691
10,0,5,0,2,0,0,0,1,0,hit,0.061103,671
10,0,5,0,2,0,0,0,1,0,stand,-0.175385,650
10,0,5,0,2,0,0,0,1,0,double,0.516518,26032
7,0,6,0,2,0,0,0,1,0,hit,-0.184000,625
7,0,6,0,2,0,0,0,1,0,stand,-0.156993,16918
7,0,6,0,2,0,0,0,1,0,double,-0.242812,626
19,1,2,0,2,0,0,0,1,0,stand,0.403561,8088
19,1,2,0,2,0,0,0,1,0,hit,-0.047337,507
19,1,2,0,2,0,0,0,1,0,double,0.236253,491
18,1,10,0,2,0,0,0,1,0,stand,-0.178333,32030
18,1,10,0,2,0,0,0,1,0,hit,-0.225035,711
18,1,10,0,2,0,0,0,1,0,double,-0.356164,803
8,0,6,0,2,0,0,0,1,0,stand,-0.184943,611
8,0,6,0,2,0,0,0,1,0,double,0.106419,17027
8,0,6,0,2,0,0,0,1,0,hit,-0.174419,602
16,1,6,0,2,0,0,0,1,0,hit,0.007984,501
16,1,6,0,2,0,0,0,1,0,stand,-0.103158,475
16,1,6,0,2,0,0,0,1,0,double,0.139137,7949
9,0,7,0,2,0,0,0,1,0,stand,-0.495441,658
9,0,7,0,2,0,0,0,1,0,double,0.120835,26052
9,0,7,0,2,0,0,0,1,0,hit,-0.008224,608
17,1,6,0,2,0,0,0,1,0,hit,0.049242,528
17,1,6,0,2,0,0,0,1,0,double,0.261142,7965
17,1,6,0,2,0,0,0,1,0,stand,0.003257,614
4,0,9,2,2,0,0,0,1,1,double,-1.125448,279
4,0,9,2,2,0,0,0,1,1,hit,-0.423280,378
4,0,9,2,2,0,0,0,1,1,split,-0.426748,3604
4,0,9,2,2,0,0,0,1,1,stand,-0.522293,314
13,0,6,0,2,0,0,0,1,0,double,-0.675291,773
13,0,6,0,2,0,0,0,1,0,stand,-0.156111,61501
13,0,6,0,2,0,0,0,1,0,hit,-0.360097,822
10,0,6,5,2,0,0,0,1,1,double,0.574313,3566
10,0,6,5,2,0,0,0,1,1,hit,0.100000,310
10,0,6,5,2,0,0,0,1,1,split,0.246334,341
10,0,6,5,2,0,0,0,1,1,stand,-0.227437,277
18,0,4,0,2,0,0,0,1,0,hit,-0.710791,695
18,0,4,0,2,0,0,0,1,0,double,-1.256991,751
18,0,4,0,2,0,0,0,1,0,stand,0.179449,34617
14,0,6,7,2,0,0,0,1,1,hit,-0.456667,300
14,0,6,7,2,0,0,0,1,1,double,-0.528169,284
14,0,6,7,2,0,0,0,1,1,split,0.269597,3572
14,0,6,7,2,0,0,0,1,1,stand,-0.059603,302
14,0,6,0,2,0,0,0,1,0,double,-0.674446,857
14,0,6,0,2,0,0,0,1,0,stand,-0.151136,53012
14,0,6,0,2,0,0,0,1,0,hit,-0.406336,726
17,0,6,0,2,0,0,0,1,0,stand,0.009390,43877
17,0,6,0,2,0,0,0,1,0,hit,-0.654843,733
17,0,6,0,2,0,0,0,1,0,double,-0.909836,732
17,0,A,0,2,0,0,0,1,0,double,-1.187879,660
17,0,A,0,2,0,0,0,1,0,hit,-0.625860,727
17,0,A,0,2,0,0,0,1,0,stand,-0.475268,30204
9,0,A,0,2,0,0,0,1,0,stand,-0.667722,632
9,0,A,0,2,0,0,0,1,0,double,-0.485039,635
9,0,A,0,2,0,0,0,1,0,hit,-0.115952,17628
13,0,9,0,2,0,0,0,1,0,hit,-0.411709,61456
13,0,9,0,2,0,0,0,1,0,double,-0.763723,838
13,0,9,0,2,0,0,0,1,0,stand,-0.524810,1713
12,0,7,0,2,0,0,0,1,0,double,-0.728192,791
12,0,7,0,2,0,0,0,1,0,stand,-0.455163,1472
12,0,7,0,2,0,0,0,1,0,hit,-0.258084,61600
14,1,8,0,2,0,0,0,1,0,hit,-0.081615,8148
14,1,8,0,2,0,0,0,1,0,double,-0.146435,519
14,1,8,0,2,0,0,0,1,0,stand,-0.467230,473
20,0,A,10,2,0,0,0,1,1,stand,0.653484,48826
20,0,A,10,2,0,0,0,1,1,split,0.087719,570
20,0,A,10,2,0,0,0,1,1,hit,-0.840948,591
20,0,A,10,2,0,0,0,1,1,double,-1.651032,533
14,0,4,0,2,0,0,0,1,0,stand,-0.215033,52950
14,0,4,0,2,0,0,0,1,0,double,-0.550617,810
14,0,4,0,2,0,0,0,1,0,hit,-0.425450,778
16,1,3,0,2,0,0,0,1,0,stand,-0.251082,462
16,1,3,0,2,0,0,0,1,0,double,-0.017171,8037
16,1,3,0,2,0,0,0,1,0,hit,-0.098121,479
13,0,A,0,2,0,0,0,1,0,stand,-0.667090,787
13,0,A,0,2,0,0,0,1,0,double,-0.984127,693
13,0,A,0,2,0,0,0,1,0,hit,-0.423411,42937
18,1,A,0,2,0,0,0,1,0,double,-0.276119,536
18,1,A,0,2,0,0,0,1,0,hit,-0.181818,462
18,1,A,0,2,0,0,0,1,0,stand,-0.113766,5274
20,0,9,10,2,0,0,0,1,1,stand,0.759574,70787
20,0,9,10,2,0,0,0,1,1,hit,-0.863787,602
20,0,9,10,2,0,0,0,1,1,double,-1.678899,654
20,0,9,10,2,0,0,0,1,1,split,0.015552,643
20,0,5,10,2,0,0,0,1,1,split,0.386172,593
20,0,5,10,2,0,0,0,1,1,hit,-0.844094,635
20,0,5,10,2,0,0,0,1,1,stand,0.668021,71143
20,0,5,10,2,0,0,0,1,1,double,-1.725753,598
8,0,9,4,2,0,0,0,1,1,double,-0.610169,295
8,0,9,4,2,0,0,0,1,1,split,-0.651316,304
8,0,9,4,2,0,0,0,1,1,hit,-0.225348,3732
8,0,9,4,2,0,0,0,1,1,stand,-0.598592,284
14,1,2,0,2,0,0,0,1,0,stand,-0.320000,550
14,1,2,0,2,0,0,0,1,0,double,-0.146893,885
14,1,2,0,2,0,0,0,1,0,hit,-0.041193,7744
17,0,8,0,2,0,0,0,1,0,stand,-0.383719,44212
17,0,8,0,2,0,0,0,1,0,hit,-0.520055,723
17,0,8,0,2,0,0,0,1,0,double,-0.979702,739
14,1,5,0,2,0,0,0,1,0,hit,-0.011302,2389
14,1,5,0,2,0,0,0,1,0,stand,-0.215385,520
14,1,5,0,2,0,0,0,1,0,double,0.083483,6133
15,0,2,0,2,0,0,0,1,0,double,-0.831296,818
15,0,2,0,2,0,0,0,1,0,stand,-0.300174,52956
15,0,2,0,2,0,0,0,1,0,hit,-0.508929,784
17,1,9,0,2,0,0,0,1,0,double,-0.398220,899
17,1,9,0,2,0,0,0,1,0,stand,-0.448560,486
17,1,9,0,2,0,0,0,1,0,hit,-0.192119,7766
16,1,10,0,2,0,0,0,1,0,double,-0.496513,717
16,1,10,0,2,0,0,0,1,0,stand,-0.548993,745
16,1,10,0,2,0,0,0,1,0,hit,-0.222219,32054
10,0,3,0,2,0,0,0,1,0,stand,-0.244378,667
10,0,3,0,2,0,0,0,1,0,double,0.409829,25679
10,0,3,0,2,0,0,0,1,0,hit,-0.018759,693
17,1,3,0,2,0,0,0,1,0,stand,-0.106870,524
17,1,3,0,2,0,0,0,1,0,hit,-0.031915,470
17,1,3,0,2,0,0,0,1,0,double,0.073524,8079
15,1,10,0,2,0,0,0,1,0,hit,-0.205048,32368
15,1,10,0,2,0,0,0,1,0,stand,-0.586592,716
15,1,10,0,2,0,0,0,1,0,double,-0.443850,748
18,0,8,0,2,0,0,0,1,0,double,-1.179004,743
18,0,8,0,2,0,0,0,1,0,stand,0.099928,34695
18,0,8,0,2,0,0,0,1,0,hit,-0.619718,710
18,1,7,0,2,0,0,0,1,0,stand,0.402844,8229
18,1,7,0,2,0,0,0,1,0,double,0.104449,517
18,1,7,0,2,0,0,0,1,0,hit,-0.012320,487
19,0,4,0,2,0,0,0,1,0,stand,0.423855,34861
